"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DPP10",3.51451884249735e-08,-0.76883416389388,0.388,0.611,0.000794913871796051
"NSMF",3.57655309972243e-08,2.04981954091926,0.249,0.148,0.00080894478009522
"LONRF2",3.60969260018904e-08,-0.530209280449212,0.123,0.259,0.000816440272310757
"PTHLH",3.78880596365254e-08,-1.74330756188351,0.027,0.108,0.000856952132858931
"DPY19L2",3.82895668349145e-08,-0.572042859579045,0.097,0.221,0.000866033422672097
"EML5",3.85024015928164e-08,-0.48663339084262,0.114,0.243,0.000870847319226321
"BMPR2",3.94946622194222e-08,-0.347162076889958,0.179,0.338,0.000893290270078892
"ITM2B",3.96988806656939e-08,-0.252700189509858,0.318,0.524,0.000897909282896665
"RP11-420N3.2",3.97958553700105e-08,-1.51540370350366,0.034,0.12,0.000900102656758897
"DCLK2",4.02618529977976e-08,-0.299382860112065,0.199,0.366,0.000910642591104187
"SCAMP1",4.03644772887927e-08,-0.443415243387869,0.097,0.223,0.000912963747317913
"IBTK",4.0485058823602e-08,-0.388978821080521,0.104,0.231,0.000915691060472229
"ATP6V0E2",4.10055022228431e-08,-0.32538639391684,0.122,0.259,0.000927462449276266
"NDUFAF2",4.11599846918517e-08,-0.3247407475694,0.066,0.177,0.000930956533760302
"CYFIP2",4.16203244672019e-08,-0.261697066509724,0.181,0.347,0.000941368498799174
"MTHFD1L",4.17350297743698e-08,-0.657945524008706,0.086,0.202,0.000943962903436697
"NLRP1",4.19493318412803e-08,-0.846729211517067,0.081,0.196,0.000948809987586078
"FAM189A1",4.3604544240317e-08,-0.26656698572834,0.122,0.259,0.000986247581627489
"CCDC144NL-AS1",4.47040542028577e-08,-2.02884561957882,0.023,0.101,0.00101111629796024
"PRKAA2",4.49148552500035e-08,-0.558107466158609,0.104,0.228,0.00101588419604458
"WDR17",4.62288428269158e-08,-0.311463219302009,0.143,0.29,0.00104560396705918
"ETFDH",4.70893076559011e-08,-0.959957440250842,0.086,0.199,0.00106506596056117
"GTDC1",4.74490260133637e-08,-0.296350617763107,0.15,0.296,0.00107320207037026
"SEPT8",4.7539993392512e-08,1.96360425975339,0.216,0.116,0.00107525957055184
"ATP6V1A",4.77830674349687e-08,-0.535860517585823,0.098,0.224,0.00108075741924412
"GPD2",4.83748639641262e-08,-0.466126853749125,0.063,0.171,0.00109414267314061
"ERBB2IP",4.92968731264494e-08,1.57034106370219,0.374,0.284,0.00111499667637403
"RP11-516C1.1",4.9454632643867e-08,-1.27911274428492,0.047,0.141,0.00111856488113898
"RPS6KA6",4.97553971494587e-08,-1.04949885132856,0.047,0.141,0.00112536757272646
"B3GALT2",4.97686322701939e-08,-0.892498866332415,0.032,0.119,0.00112566692468725
"KIF26B",5.21450271160738e-08,-0.799203465326226,0.113,0.237,0.00117941622331136
"TAGLN3",5.25658490214062e-08,-0.435748530813085,0.107,0.233,0.00118893437316616
"GMDS",5.43783324763425e-08,-0.307612166707727,0.134,0.277,0.00122992912394992
"FAM174A",5.49334299568713e-08,-1.1094630983575,0.034,0.12,0.00124248431876451
"CHL1",5.49771297216174e-08,-0.275383675990913,0.249,0.432,0.00124347272004354
"TBC1D4",5.60544607238463e-08,-0.575949336940298,0.095,0.215,0.00126783979265196
"CEBPZOS",5.62269232502677e-08,-1.77678301729018,0.029,0.11,0.00127174055007455
"PTPRM",5.76452934678904e-08,-0.504031409142877,0.209,0.372,0.00130382124765675
"GLRX3",5.78074985945947e-08,-1.50424419404108,0.025,0.104,0.00130749000321254
"SLC8A1",5.83175963802003e-08,-0.311656281793782,0.306,0.496,0.00131902739492737
"GMDS-AS1",5.92634482148848e-08,-0.481080763323684,0.114,0.245,0.00134042067172426
"DNM3",6.11931458264869e-08,-0.27093049712796,0.447,0.687,0.00138406657230348
"RP1-78O14.1",6.13967816538543e-08,-1.16700552436793,0.043,0.133,0.00138867240744688
"SLC38A2",6.14578118045287e-08,2.03273591771373,0.234,0.136,0.00139005278739483
"SENP6",6.14667525846208e-08,-0.419926828485178,0.206,0.369,0.00139025500995895
"TXNIP",6.2395557741133e-08,2.33570111873999,0.123,0.042,0.00141126272498895
"GABARAPL2",6.32421476990171e-08,-0.489081352936648,0.086,0.204,0.00143041089665637
"MFF",6.42575505575437e-08,-0.365214903987679,0.082,0.198,0.00145337727851052
"FZD3",6.48424818217267e-08,-0.268833973266871,0.109,0.242,0.00146660725384381
"EPRS",6.50057876648324e-08,-1.13167170015807,0.047,0.141,0.00147030090540318
"TMEM14A",6.55692195528601e-08,-0.595880847255428,0.084,0.201,0.00148304460784659
"ZC3H8",6.63726940359792e-08,-1.05272914859276,0.045,0.138,0.00150121759370578
"CH17-189H20.1",6.66149255885334e-08,-0.67869282844978,0.129,0.261,0.00150669638696145
"PGP",6.71771413374432e-08,-0.53994992727769,0.052,0.151,0.00151941258277029
"ARF5",6.78762934072004e-08,-1.23508799130159,0.032,0.116,0.00153522600428406
"COL25A1",6.88688356192823e-08,-1.1760380157781,0.052,0.148,0.00155767532403693
"GRIP2",7.19257769849206e-08,-0.665047340820037,0.075,0.184,0.00162681722384494
"LRRC8B",7.19321419402759e-08,-0.498441816291455,0.148,0.288,0.00162696118640516
"GNAI1",7.31121955047337e-08,-0.396933705912446,0.102,0.23,0.00165365163792607
"CLDN11",7.42521746058595e-08,1.76239103452725,0.292,0.195,0.00167943568523533
"LDLRAD4",7.45787218713975e-08,-0.464750168416047,0.159,0.307,0.00168682153128727
"IDI1",7.90770067979102e-08,-0.829391657089176,0.023,0.101,0.00178856373975513
"SEC22A",7.99663364794923e-08,-1.60315801839287,0.039,0.126,0.00180867859849316
"ADAMTS19",8.09466580868579e-08,-1.08078259066009,0.055,0.154,0.00183085151260855
"SLC6A8",8.10870324985315e-08,2.20820298736909,0.19,0.095,0.00183402650105179
"ST6GALNAC5",8.20006187723993e-08,-0.992981528093281,0.127,0.247,0.00185468999539413
"CPE",8.21882064351416e-08,-0.270168916841445,0.195,0.362,0.00185893285315003
"ICA1",8.24979345278181e-08,-0.665927070235981,0.104,0.223,0.00186593828315019
"DIAPH2",8.33829342597885e-08,-0.437440261107085,0.129,0.262,0.0018859552070879
"FOCAD",8.58690689734002e-08,-0.401446921301069,0.188,0.348,0.00194218660204037
"NDUFA5",8.66702397008886e-08,-1.58180674625791,0.041,0.129,0.0019603074815547
"EEA1",8.72973580556439e-08,-0.491295656196697,0.082,0.195,0.00197449164450255
"NETO1",8.7914089201725e-08,-0.254082820962104,0.12,0.252,0.00198844086956462
"SVOP",8.91437873920713e-08,-0.29975541190223,0.089,0.206,0.00201625418323387
"TTC19",8.91496663791591e-08,0.574701287960953,0.118,0.255,0.00201638715416382
"MSH3",9.50216084069512e-08,-0.537784902767339,0.082,0.195,0.00214919873894842
"GNAL",9.64809947908938e-08,-0.43092568298114,0.138,0.277,0.00218220714018044
"ADCY8",9.76005602207245e-08,-0.474003265182708,0.102,0.224,0.00220752947107235
"EPC1",9.88896644880606e-08,-0.271391966451645,0.181,0.332,0.00223668643139095
"C3orf14",9.89034045411992e-08,-0.56919987953294,0.038,0.126,0.00223699720391284
"MAP2K5",9.98148876614541e-08,-0.301429074411134,0.172,0.321,0.00225761312912677
"HDX",1.00676837196894e-07,-0.94258567320889,0.055,0.152,0.00227710870371936
"MCTP1",1.04155783241e-07,-0.274918040953615,0.233,0.397,0.00235579550534494
"SET",1.04220055734166e-07,-0.560983380859517,0.061,0.163,0.00235724922059536
"SIL1",1.0443652395724e-07,-0.50341042699334,0.106,0.228,0.00236214529886486
"UBE2J1",1.05876917074137e-07,-0.447232931591738,0.045,0.138,0.00239472411038284
"CRLF1",1.06340256971103e-07,-0.882951328136129,0.047,0.139,0.0024052039321724
"MYLPF",1.07473483374951e-07,2.37401713073307,0.125,0.045,0.00243083524697464
"DUT",1.07714859802885e-07,-1.34433542662326,0.045,0.135,0.00243629469902165
"CUL3",1.09504225653893e-07,-0.60942766387567,0.086,0.201,0.00247676657583976
"ARFGAP1",1.11360097106555e-07,2.00719337822804,0.233,0.133,0.00251874267635605
"TBC1D19",1.1178364461804e-07,-0.441665331392382,0.075,0.184,0.00252832247397083
"GREB1L",1.1306688926166e-07,-0.805452189700905,0.084,0.193,0.00255734690132023
"HS6ST3",1.14434478364832e-07,-0.472040935629357,0.22,0.381,0.00258827903165578
"SCLT1",1.15334381327571e-07,-0.616885945145154,0.106,0.228,0.002608633036867
"CCDC66",1.16174980135495e-07,-0.395154785801881,0.143,0.283,0.00262764570070464
"SERGEF",1.16254068312222e-07,-0.651842741647277,0.086,0.201,0.00262943451708583
"SOX8",1.16612257222712e-07,2.843141004988,0.102,0.031,0.00263753603386331
"RAB27B",1.16760400326578e-07,-0.968824053128469,0.043,0.132,0.00264088673458653
"NTN4",1.17725952030657e-07,-0.774218068266284,0.059,0.16,0.0026627255830294
"RP5-972B16.2",1.17881896057729e-07,-0.967086667551142,0.043,0.132,0.00266625272503372
"MRPS25",1.19100648488009e-07,-0.952064950125751,0.045,0.136,0.00269381846750178
"CREG2",1.19522211710323e-07,-0.976350539038467,0.061,0.161,0.00270335338446409
"GPR176",1.20303396975937e-07,-0.894890319835095,0.054,0.149,0.00272102223280174
"DOCK7",1.20803064475724e-07,-0.593631431291027,0.114,0.237,0.00273232371231193
"CDH12",1.21931658135455e-07,-0.780159461215704,0.15,0.28,0.00275785024370772
"CYP27A1",1.23084664336722e-07,2.68980839518292,0.109,0.035,0.00278392893796797
"SNX10",1.23977486803614e-07,-0.724757882810517,0.055,0.152,0.00280412279652413
"TRPC6",1.25343606545302e-07,-1.32088595459353,0.03,0.111,0.00283502169284164
"LINC01250",1.2746995357042e-07,-1.20663299065111,0.041,0.129,0.00288311540985575
"EFNB2",1.31626046173921e-07,-1.07163624625613,0.029,0.108,0.00297711791236174
"ITSN2",1.32771154548393e-07,-0.327316162940654,0.125,0.259,0.00300301797357556
"UBXN4",1.34440982708059e-07,-0.538871397429662,0.095,0.209,0.00304078614689087
"NDST3",1.35234727245529e-07,-0.705599624140891,0.081,0.189,0.00305873906083937
"LINC00693",1.35576776234023e-07,-0.439793408571938,0.095,0.211,0.00306647552486112
"SNCB",1.35942903432882e-07,-0.593048268209885,0.082,0.195,0.00307475658984492
"ZFYVE9",1.36869464562098e-07,-0.37262479912942,0.148,0.29,0.00309571354946554
"FHL1",1.37627044175281e-07,-0.482646243189468,0.07,0.176,0.00311284848515651
"SLC6A11",1.38363637969586e-07,-1.44579852129095,0.027,0.104,0.00312950876359609
"LONP2",1.39179909847495e-07,-0.27953920108602,0.145,0.286,0.00314797120093064
"NSMAF",1.39964297181387e-07,-0.306776085012798,0.097,0.217,0.00316571247364861
"HACD3",1.42806476946531e-07,-0.260208330986234,0.152,0.296,0.00322999689557663
"FAM188A",1.43720681117677e-07,-0.463481547582241,0.048,0.141,0.00325067436551962
"ANKRD44",1.44040152939953e-07,-0.312714625025967,0.159,0.306,0.00325790017919585
"UFL1",1.44076271858123e-07,-0.364977599317453,0.036,0.122,0.00325871711688703
"CHGA",1.45151711755415e-07,-1.07481301412008,0.045,0.135,0.00328304141648397
"MRPL57",1.48209445323129e-07,-1.02317855640098,0.047,0.138,0.00335220123431854
"ASXL3",1.48728174838188e-07,-0.543100538560086,0.072,0.177,0.00336393385849014
"DCC",1.48758183223543e-07,-0.68427798808396,0.172,0.312,0.00336461258815009
"TDRD3",1.50036615879222e-07,-0.332547427216254,0.107,0.23,0.00339352817795625
"MAPK4",1.51043793791225e-07,-0.413243088259174,0.075,0.183,0.00341630852796993
"TSPAN13",1.53604594677864e-07,-0.96058203937353,0.048,0.139,0.00347422872242393
"KIT",1.54458093752771e-07,-0.820920523632115,0.068,0.17,0.00349353316450016
"CFAP97",1.5460570272121e-07,-1.42806786230181,0.034,0.116,0.00349687178414833
"AP000487.6",1.54865099064091e-07,-1.24393906878642,0.032,0.113,0.00350273881063161
"SOX5",1.57504957969336e-07,-0.285096727206941,0.188,0.343,0.00356244713935044
"ACAT1",1.58523174374503e-07,-0.597420131980096,0.068,0.171,0.00358547715800252
"ARID4A",1.66978478663683e-07,-0.312311616897261,0.132,0.268,0.00377671923041518
"CTD-2260A17.2",1.67582611313292e-07,-1.60831107312094,0.032,0.111,0.00379038350268405
"SIMC1",1.67598902173899e-07,-0.45185319380867,0.118,0.245,0.00379075196936924
"NCOR1",1.70039616386171e-07,-0.279102385964365,0.184,0.34,0.00384595604342242
"CAPZA2",1.75487695767031e-07,-0.492659788553927,0.075,0.182,0.00396918070285871
"TTC37",1.75677810013176e-07,-0.545435885191924,0.157,0.299,0.00397348070687801
"TET2",1.76969065640901e-07,-0.546597902259537,0.064,0.164,0.0040026863266659
"SH3KBP1",1.83275742510171e-07,-0.323715860060601,0.148,0.284,0.00414533074409505
"VLDLR-AS1",1.83762831900819e-07,-0.954603563700082,0.05,0.142,0.00415634773193271
"HEATR5B",1.84043830260431e-07,-0.570469642074527,0.077,0.184,0.00416270335283044
"HECTD1",1.84067475378737e-07,-0.339050330419216,0.114,0.237,0.00416323815811628
"FAM153A",1.85255671008908e-07,-0.852906359175895,0.064,0.164,0.00419011276687948
"ELMOD1",1.85680681772092e-07,-0.446840939270701,0.095,0.212,0.00419972566032118
"OLFM3",1.86013744093358e-07,-0.477082447607011,0.138,0.268,0.00420725886390357
"RPL23A",1.8720526983223e-07,-0.664913325732971,0.131,0.259,0.00423420879306537
"SNX29",1.90534923010989e-07,-0.752654849437286,0.061,0.16,0.00430951888866254
"ADGRV1",1.94908784947558e-07,-0.428509357415855,0.082,0.195,0.00440844689794386
"LRPAP1",1.98034203172229e-07,-0.509020058077297,0.057,0.155,0.00447913760734948
"STOX2",2.03337911524318e-07,-0.301220410621382,0.166,0.312,0.00459909688285703
"FAM69A",2.05505505249822e-07,-0.350691551360939,0.143,0.278,0.00464812351774048
"ATE1",2.11878737042091e-07,-0.690050634155599,0.104,0.218,0.00479227327441801
"EXOC6",2.16681266057132e-07,-0.453832685056607,0.102,0.221,0.00490089687568022
